 0.44 -0.31 0.25 -0.19 0.13 -0.07 0.02 0.03 -0.10 0.25 -0.57 1.57 5.60 4.96 2.03 -0.84 0.20 -0.87 1.11 0.13 0.44 -0.83 0.06 -1.36 1.54 5.99 0.23 -0.91 -0.08 0.02 0.20 0.10 -0.32 -0.32 0.55 -0.59 -0.22 -0.18 4.05 3.37 0.02 0.95 -0.19 -0.11 -0.18 3.00 5.00 6.44 2.89 0.16 -0.02 0.23 -0.53 -0.12 -0.35 0.97 -1.28 1.42 -1.31 11.07 5.92 -1.52 0.86 -0.61
 -0.48 0.36 -0.31 0.25 -0.19 0.14 -0.09 0.05 0.01 -0.12 0.36 -0.75 3.24 5.92 4.18 0.92 -0.35 0.90 -1.03 -0.07 -0.37 0.66 -0.06 0.96 -0.35 2.33 6.66 2.96 0.08 -0.23 -0.32 -0.16 0.37 0.50 -0.65 0.80 -0.07 2.36 4.44 -0.88 -0.27 -1.05 0.19 1.21 4.16 4.70 5.07 1.64 -0.56 -0.49 0.19 -0.48 0.71 -0.00 0.66 -1.51 2.15 -2.99 7.55 11.51 -2.04 1.14 -0.79 0.62
 0.24 -0.19 0.18 -0.15 0.12 -0.09 0.08 -0.08 0.06 -0.01 -0.12 0.23 -0.16 4.21 5.76 4.48 0.37 -0.82 0.87 0.18 0.17 -0.42 -0.04 -0.64 -0.02 -0.94 0.53 5.02 4.34 1.96 0.72 0.23 -0.59 -0.79 0.71 -1.18 0.87 5.67 0.34 0.40 0.91 2.27 3.34 4.85 4.77 4.42 1.27 -0.09 0.34 0.45 -0.06 0.43 -0.58 -0.31 -0.53 1.62 -2.66 5.47 14.64 -0.96 0.64 -0.44 0.35 -0.30
 0.02 -0.03 0.01 -0.01 0.01 -0.01 0.01 0.01 -0.02 -0.00 0.09 -0.14 -0.08 0.46 4.56 5.26 4.80 1.21 -0.93 -0.25 0.01 0.24 0.08 0.45 0.19 0.66 0.27 0.20 3.46 5.18 4.08 2.87 2.67 2.25 -0.14 2.97 8.04 2.47 1.80 2.76 3.57 4.28 4.59 4.16 2.49 0.10 -0.64 0.06 -0.43 -0.25 -0.24 -0.25 0.27 1.00 0.08 -1.61 4.17 12.63 -0.05 -0.20 0.10 -0.08 0.05 -0.02
 -0.02 0.03 -0.01 0.01 -0.01 0.01 0.00 -0.03 0.04 -0.02 -0.06 0.11 0.09 -0.40 0.48 4.89 5.01 4.75 2.40 0.22 -0.24 -0.10 -0.06 -0.30 -0.31 -0.56 -0.51 -0.19 -1.04 0.89 3.40 4.94 3.87 3.61 7.45 10.73 4.93 4.01 4.98 4.45 4.49 3.53 2.36 0.62 -0.37 -0.11 0.50 -0.04 0.41 0.25 0.40 0.35 -0.28 -1.75 -0.07 4.96 7.82 -1.72 0.13 0.11 -0.08 0.07 -0.05 0.02
 0.02 -0.03 0.01 -0.01 0.01 -0.01 -0.00 0.04 -0.05 0.03 0.05 -0.12 -0.07 0.33 -0.35 -0.05 4.14 5.51 5.34 3.50 1.18 0.03 -0.20 0.22 0.32 0.66 0.62 0.45 0.81 -0.42 -1.57 -1.33 2.78 8.56 8.35 2.38 2.97 2.83 2.04 1.72 0.76 0.10 -0.49 -0.32 0.19 0.04 -0.39 -0.04 -0.35 -0.40 -0.58 -0.77 0.64 5.13 8.65 3.84 -1.93 0.96 -0.13 -0.06 0.05 -0.06 0.04 -0.02
 -0.05 0.05 -0.03 0.03 -0.03 0.03 -0.01 -0.03 0.05 -0.03 -0.05 0.13 0.05 -0.28 0.27 0.03 -0.82 2.07 4.64 6.23 5.93 4.11 2.10 0.49 -0.27 -0.87 -0.92 -0.87 -0.88 0.79 3.70 6.74 7.28 2.45 -1.73 0.11 -0.21 -0.16 0.02 -0.26 -0.09 -0.07 0.30 0.17 -0.07 -0.08 0.46 -0.03 0.52 0.61 1.74 2.38 5.99 5.80 0.15 -1.29 1.01 -0.59 0.04 0.10 -0.09 0.09 -0.07 0.05
 0.01 -0.02 0.01 -0.01 0.01 -0.01 -0.01 0.05 -0.07 0.05 0.04 -0.14 -0.04 0.26 -0.23 -0.01 0.51 -0.61 -0.00 1.85 3.99 5.88 6.89 6.88 6.26 6.38 6.22 6.50 7.69 7.54 6.23 2.38 -1.00 -1.01 1.00 -0.14 0.14 0.00 -0.13 0.04 0.01 0.01 -0.16 -0.18 0.12 -0.03 2.25 3.21 2.99 3.24 2.77 2.05 -0.24 -1.73 -0.17 0.87 -0.78 0.52 -0.10 -0.03 0.03 -0.04 0.03 -0.01
 -0.01 0.02 -0.01 0.01 -0.01 0.01 0.01 -0.06 0.07 -0.05 -0.04 0.15 0.03 -0.24 0.19 0.01 -0.39 0.35 0.06 -0.33 -0.25 0.25 1.27 2.27 3.47 3.63 3.62 3.07 1.39 -0.28 -1.53 -0.95 0.57 0.60 -0.68 0.09 -0.09 0.02 0.18 -0.00 0.06 -0.03 0.16 0.10 -0.03 -0.04 0.13 0.02 -0.01 -0.44 -0.67 -0.84 0.12 1.03 0.12 -0.62 0.59 -0.42 0.09 0.02 -0.03 0.04 -0.03 0.01
 0.01 -0.02 0.01 -0.01 0.01 -0.01 -0.01 0.07 -0.09 0.07 0.03 -0.15 -0.03 0.23 -0.16 -0.00 0.31 -0.24 -0.08 0.12 0.09 0.03 -0.21 -0.37 -0.73 -0.81 -0.94 -1.03 -0.42 0.18 0.91 0.55 -0.39 -0.43 0.54 -0.07 0.08 -0.05 -0.19 -0.03 -0.08 0.03 -0.12 -0.08 0.02 0.03 -0.16 -0.04 -0.04 0.22 0.36 0.56 -0.08 -0.73 -0.10 0.49 -0.49 0.36 -0.08 -0.01 0.02 -0.03 0.02 -0.01
 -0.01 0.02 -0.01 0.01 -0.01 0.01 0.02 -0.08 0.10 -0.08 -0.02 0.16 0.02 -0.22 0.14 -0.00 -0.26 0.19 0.09 -0.05 -0.04 -0.06 0.06 0.13 0.39 0.43 0.54 0.63 0.20 -0.13 -0.66 -0.37 0.31 0.32 -0.46 0.05 -0.07 0.07 0.19 0.05 0.09 -0.02 0.10 0.06 -0.02 -0.02 0.16 0.04 0.04 -0.14 -0.23 -0.44 0.06 0.56 0.08 -0.40 0.41 -0.31 0.08 0.01 -0.02 0.03 -0.02 0.01
 0.01 -0.02 0.01 -0.01 0.01 -0.01 -0.02 0.09 -0.11 0.09 0.02 -0.17 -0.02 0.21 -0.12 0.01 0.21 -0.15 -0.10 0.01 0.02 0.06 -0.02 -0.05 -0.26 -0.29 -0.38 -0.45 -0.11 0.10 0.53 0.26 -0.26 -0.25 0.41 -0.03 0.06 -0.08 -0.18 -0.06 -0.09 0.02 -0.08 -0.04 0.01 0.01 -0.15 -0.05 -0.03 0.10 0.15 0.36 -0.05 -0.46 -0.07 0.34 -0.35 0.27 -0.07 -0.00 0.01 -0.02 0.02 -0.01
 -0.01 0.01 -0.01 0.01 -0.01 0.00 0.02 -0.10 0.12 -0.10 -0.01 0.18 0.02 -0.21 0.09 -0.01 -0.18 0.13 0.10 -0.00 -0.01 -0.06 0.00 0.01 0.20 0.21 0.30 0.35 0.06 -0.08 -0.46 -0.18 0.23 0.19 -0.37 0.02 -0.05 0.10 0.18 0.07 0.09 -0.02 0.06 0.03 -0.01 -0.01 0.14 0.05 0.01 -0.08 -0.10 -0.32 0.04 0.39 0.06 -0.29 0.31 -0.24 0.06 0.00 -0.01 0.02 -0.02 0.01
 0.01 -0.01 0.01 -0.01 0.01 -0.00 -0.03 0.11 -0.14 0.12 0.00 -0.19 -0.02 0.21 -0.07 0.02 0.15 -0.11 -0.11 -0.01 0.01 0.05 -0.00 0.01 -0.16 -0.17 -0.25 -0.29 -0.03 0.06 0.41 0.12 -0.21 -0.14 0.35 -0.01 0.04 -0.11 -0.18 -0.07 -0.10 0.02 -0.05 -0.02 0.01 0.00 -0.14 -0.06 0.01 0.06 0.07 0.28 -0.03 -0.33 -0.05 0.25 -0.27 0.21 -0.06 -0.00 0.01 -0.02 0.01 -0.01
 -0.01 0.01 -0.01 0.01 -0.01 0.00 0.03 -0.12 0.15 -0.13 0.01 0.20 0.02 -0.22 0.05 -0.02 -0.12 0.09 0.11 0.01 -0.00 -0.04 0.01 -0.02 0.14 0.14 0.22 0.24 0.01 -0.05 -0.38 -0.07 0.20 0.09 -0.34 -0.00 -0.03 0.13 0.18 0.08 0.10 -0.02 0.04 0.00 -0.00 0.00 0.13 0.06 -0.03 -0.05 -0.04 -0.26 0.03 0.29 0.04 -0.22 0.24 -0.19 0.05 0.00 -0.01 0.01 -0.01 0.01
 0.01 -0.01 0.01 -0.01 0.01 -0.00 -0.04 0.14 -0.17 0.15 -0.01 -0.22 -0.02 0.22 -0.03 0.02 0.09 -0.08 -0.12 -0.01 0.00 0.03 -0.01 0.02 -0.12 -0.12 -0.20 -0.20 0.00 0.03 0.35 0.03 -0.19 -0.05 0.34 0.01 0.03 -0.15 -0.18 -0.09 -0.11 0.02 -0.03 0.01 0.00 -0.00 -0.13 -0.07 0.05 0.04 0.01 0.24 -0.02 -0.26 -0.03 0.19 -0.21 0.17 -0.05 -0.00 0.01 -0.01 0.01 -0.01
