 -0.31 0.37 -0.44 0.52 -0.63 0.77 -0.97 1.30 -2.03 8.10 0.48 3.56 3.60 -1.10 0.12 1.18 3.93 1.16 5.39 1.99 2.54 -0.94 0.70 -0.17 0.01 -1.21 0.60 -0.36 0.37 -0.35 -0.33 -0.55 0.21 0.28 0.46 -0.01 0.08 0.49 0.24 0.42 0.29 0.25 -0.13 -0.34 -0.26 0.50 -0.47 2.73 3.02 -1.71 8.86 7.83 3.01 0.34 8.52 -0.87 0.27 -0.13 0.04 0.03 -0.09 0.15 -0.20 0.25
 0.07 -0.01 -0.05 0.12 -0.20 0.30 -0.44 0.67 -1.12 2.56 6.85 0.18 6.63 -1.93 1.64 -1.97 5.58 0.23 1.81 6.40 3.40 -0.67 0.46 -0.79 0.74 0.78 -0.19 -0.03 -0.07 0.13 0.58 0.47 -0.15 -0.34 -0.55 0.09 -0.24 -0.34 -0.55 -0.12 -0.76 0.25 -0.50 1.19 -0.69 0.75 -1.41 6.33 -1.68 5.69 8.39 4.22 1.91 7.11 1.99 -1.06 0.85 -0.63 0.49 -0.39 0.31 -0.24 0.18 -0.12
 0.10 -0.17 0.24 -0.32 0.41 -0.53 0.68 -0.91 1.30 -2.15 6.97 3.09 5.02 1.19 -0.64 0.38 -0.00 6.19 -1.55 1.80 8.30 3.26 -1.68 1.71 -1.38 -0.51 -0.11 0.38 -0.20 0.08 -0.88 -0.33 -0.00 0.55 0.48 0.03 0.17 0.49 0.55 0.20 0.82 -0.26 0.61 -1.48 1.04 -1.51 4.64 1.80 1.21 11.29 1.68 4.93 7.36 2.99 -1.35 0.81 -0.64 0.47 -0.34 0.24 -0.16 0.09 -0.03 -0.04
 -0.05 0.05 -0.05 0.05 -0.05 0.05 -0.04 0.04 -0.05 0.06 -0.12 7.67 4.33 4.31 -1.66 1.18 -1.12 3.25 3.72 -1.39 1.73 9.93 1.91 -1.87 1.28 0.95 -0.15 -0.32 0.12 -0.00 0.99 0.35 0.06 -0.73 -0.40 -0.24 0.02 -0.86 -0.29 -0.65 -0.45 -0.29 -0.01 0.89 -0.14 0.44 4.46 0.19 11.77 1.08 4.31 11.52 1.40 -0.29 0.05 0.06 -0.01 0.04 -0.05 0.05 -0.05 0.05 -0.05 0.05
 0.05 -0.04 0.04 -0.03 0.03 -0.02 0.01 0.01 -0.03 0.09 -0.29 1.06 9.77 4.99 -0.00 0.08 -0.35 0.23 4.74 1.88 -1.83 2.26 10.39 3.22 -1.13 -1.71 0.57 0.27 0.01 -0.17 -1.08 -0.46 -0.01 0.82 0.47 0.32 -0.05 1.09 0.26 0.90 0.32 0.63 -0.37 -0.49 -0.98 4.69 3.62 8.34 3.85 2.03 14.91 0.74 -0.39 0.13 -0.00 -0.07 0.03 -0.05 0.06 -0.06 0.06 -0.06 0.05 -0.05
 0.10 -0.09 0.09 -0.08 0.08 -0.08 0.08 -0.08 0.09 -0.11 0.20 -0.42 1.53 14.14 1.74 -1.04 1.41 -1.62 1.27 5.65 1.23 -1.93 2.09 7.31 5.03 3.64 -1.44 -0.24 -0.27 0.56 1.09 0.75 -0.23 -0.77 -0.79 -0.21 -0.21 -1.10 -0.58 -0.84 -0.62 -0.56 0.22 0.81 2.08 6.03 5.36 7.60 3.37 13.56 2.00 -1.39 0.96 -0.63 0.43 -0.30 0.28 -0.22 0.18 -0.16 0.14 -0.12 0.11 -0.10
 -0.36 0.37 -0.39 0.41 -0.43 0.46 -0.51 0.57 -0.65 0.76 -0.97 1.33 -2.08 4.78 13.90 -1.26 -0.55 1.20 -0.90 0.97 5.95 0.68 -0.33 3.10 3.48 1.96 6.28 1.14 0.56 -1.31 -1.21 -1.17 0.62 0.72 1.28 0.08 0.63 1.14 1.11 0.73 1.17 0.36 0.29 -2.15 8.52 8.03 11.53 5.27 7.44 4.46 -1.55 1.35 -1.07 0.81 -0.64 0.51 -0.49 0.44 -0.40 0.38 -0.37 0.36 -0.36 0.36
 0.37 -0.39 0.41 -0.43 0.46 -0.50 0.56 -0.62 0.71 -0.83 1.03 -1.33 1.88 -3.10 8.11 12.17 0.56 -1.29 0.48 0.11 1.38 6.02 -0.18 -0.76 5.39 3.71 -0.31 5.60 4.37 4.22 2.40 1.53 -1.04 -1.10 -1.89 -0.30 -1.15 -1.60 -1.81 -0.94 -1.95 -0.40 -1.21 14.79 13.62 10.38 4.07 0.00 6.71 -0.06 0.53 -0.76 0.70 -0.57 0.47 -0.40 0.40 -0.37 0.36 -0.35 0.34 -0.34 0.35 -0.36
 -0.12 0.13 -0.14 0.15 -0.16 0.17 -0.19 0.22 -0.25 0.28 -0.36 0.46 -0.62 0.87 -0.87 8.48 7.68 5.78 -1.28 -0.38 -0.98 1.89 7.35 2.48 -2.70 3.89 3.09 -2.68 1.25 2.73 3.66 3.97 5.19 4.55 4.29 2.38 2.72 4.19 3.83 3.76 5.22 7.14 18.92 13.50 5.24 -0.61 -2.49 8.25 2.13 -0.92 0.20 0.16 -0.21 0.17 -0.13 0.09 -0.12 0.11 -0.10 0.10 -0.10 0.10 -0.11 0.11
 -0.02 0.02 -0.03 0.03 -0.04 0.05 -0.06 0.07 -0.08 0.10 -0.09 0.10 -0.12 0.19 -0.75 3.07 5.80 2.79 9.25 2.19 1.08 -2.43 -1.37 5.70 7.35 1.24 4.79 4.93 -1.44 -1.48 0.39 1.24 1.17 1.80 2.96 4.48 3.86 2.58 2.89 4.81 7.23 15.53 8.62 -0.37 -1.45 -0.87 9.20 2.49 -1.50 0.78 -0.22 -0.08 0.13 -0.09 0.06 -0.03 0.05 -0.03 0.02 -0.01 0.01 -0.00 -0.01 0.01
 0.04 -0.05 0.05 -0.06 0.07 -0.08 0.09 -0.10 0.12 -0.14 0.14 -0.16 0.18 -0.25 0.65 -1.71 7.15 3.48 -1.95 7.59 5.56 5.66 1.83 -2.17 -0.44 5.14 2.97 5.38 7.12 1.88 -1.84 -1.96 -0.96 -0.70 -1.26 -2.19 -0.70 3.81 6.89 8.88 13.48 4.58 -1.79 -0.55 1.47 8.67 1.84 -1.10 1.06 -0.59 0.16 0.09 -0.12 0.08 -0.05 0.02 -0.03 0.02 -0.01 -0.00 0.01 -0.02 0.02 -0.03
 -0.00 0.01 -0.01 0.02 -0.02 0.03 -0.03 0.04 -0.04 0.05 -0.04 0.03 -0.02 0.03 -0.27 0.79 -2.08 8.62 4.39 -4.27 2.28 3.40 5.92 7.20 5.01 1.88 4.48 4.63 6.87 11.17 10.23 6.57 4.29 4.59 6.83 10.55 11.90 9.12 6.94 7.90 0.48 -2.39 0.89 3.98 7.70 1.08 -0.47 0.68 -0.79 0.43 -0.08 -0.13 0.15 -0.11 0.08 -0.04 0.05 -0.04 0.03 -0.02 0.02 -0.01 0.01 -0.00
 -0.03 0.03 -0.03 0.02 -0.02 0.02 -0.02 0.03 -0.03 0.03 -0.05 0.07 -0.11 0.12 0.04 -0.36 1.02 -1.95 8.03 6.35 -2.62 -0.83 0.09 0.44 3.01 5.43 3.98 4.37 4.86 5.32 9.79 12.60 12.98 11.49 8.06 2.57 -1.10 1.14 4.58 1.26 1.72 5.18 6.53 5.99 -0.43 -0.49 0.21 -0.53 0.64 -0.33 0.02 0.16 -0.17 0.13 -0.10 0.07 -0.08 0.06 -0.06 0.05 -0.04 0.04 -0.04 0.03
 0.05 -0.05 0.05 -0.05 0.05 -0.05 0.05 -0.06 0.07 -0.07 0.10 -0.13 0.17 -0.19 0.05 0.21 -0.68 1.06 -1.39 6.17 7.95 0.42 -1.24 -0.08 -0.52 -1.13 0.86 1.42 1.19 1.14 0.08 0.26 1.73 2.21 2.93 6.99 11.57 12.21 6.64 5.80 6.42 4.43 1.57 -2.13 0.03 0.34 -0.16 0.48 -0.56 0.27 0.00 -0.16 0.17 -0.13 0.10 -0.07 0.08 -0.07 0.06 -0.06 0.05 -0.05 0.05 -0.05
 -0.05 0.05 -0.05 0.05 -0.06 0.06 -0.07 0.07 -0.08 0.08 -0.11 0.14 -0.18 0.20 -0.07 -0.17 0.55 -0.76 0.67 -1.31 3.47 8.85 5.13 0.43 -0.69 -0.31 -1.61 -1.93 -1.24 -1.14 -1.03 -1.43 -0.76 2.85 7.39 7.96 3.74 -0.06 1.50 1.66 -0.41 -1.77 -1.36 1.30 0.18 -0.31 0.18 -0.48 0.53 -0.24 -0.02 0.17 -0.17 0.13 -0.10 0.07 -0.08 0.07 -0.06 0.06 -0.06 0.05 -0.05 0.05
 0.06 -0.06 0.06 -0.06 0.06 -0.06 0.07 -0.07 0.08 -0.08 0.11 -0.14 0.18 -0.19 0.07 0.17 -0.51 0.62 -0.41 0.63 -1.17 -0.61 5.59 8.66 6.92 4.38 3.78 3.74 2.58 2.84 4.38 6.62 7.37 4.90 0.14 -2.90 -2.50 -0.53 -1.55 -2.32 -0.59 1.35 1.54 -0.92 -0.36 0.32 -0.21 0.49 -0.49 0.20 0.04 -0.18 0.18 -0.14 0.11 -0.08 0.09 -0.08 0.07 -0.06 0.06 -0.06 0.06 -0.06
